,text,expert_label,cluster
27,"СКОЛЬКО БАШЕН У КРЕМЛЯ?. Возможно, это первый вопрос, который тебе могут задать, когда ты будешь показывать друзьям центр города. Может быть, попробуешь ответить сам? Чаще всего в ответах башен явно меньше, чем на самом деле. Дело в том, что большинство туристов смотрят на Кремль с Красной площади, а непосредственно на неё выходят всего четыре башни: Никольская, Сенатская, Спасская и Царская. Но их гораздо больше, давай разберёмся. Кремль как крепость на плане представляет собой неправильный треугольник, по двум сторонам у него по семь башен, а по третьей – ещё пять. Итак, как у тебя с математикой? 7 + 7 + 5 = 19 У Кремля 19 башен? Странно, а большинство путеводителей пишет, что башен двадцать. Где же мы потеряли одну башенку? Секрет таков. В кремлёвских стенах действительно 19 башен, но есть одна башня вне стен. Она называется Кутафья. Наши предки называли такие башни барбаканами или отводными стрельницами. Они были нужны, чтобы защищать ворота в основной башне или мост через ров. Может быть, сегодня тебе сложно представить, но когда-то на месте Александровского сада, в котором сегодня можно гулять, есть мороженое и даже брызгаться в фонтанах, был ров, наполненный водой. Через него к Троицкой башне Кремля вёл мост, который на внешнем берегу охраняла маленькая башня-стрельница. Рва давно нет, а вот мост и двадцатая башня сохранились до наших дней. Сегодня через Кутафью башню-стрельницу проходят туристы, чтобы попасть в Кремль. Конечно, по сравнению с другими башнями она выглядит маленькой и толстенькой. Поэтому и появилось её прозвище: в старину словом «кутафья» называли полную, неповоротливую женщину, закутанную во множество платков и юбок. Вот мы и нашли «потерянную» башню. Для обычных туристов у московского Кремля ровно двадцать башен. А знатоки, вроде тебя, всегда говорят: девятнадцать и одна. Запомнишь?  Жданов О. Я покажу вам Кремль. – Санкт-Петербург: Издательство «Антология», 2017. – 40 с. [С.6-7]",2,1
28,"ФЕНЕК. Хотя этот зверёк очень мал, в реальном размере в книжку не поместиться. А всё из-за огромны ушей – каждое ухо больше твоей ладошки! Эти огромные уши достались самой маленькой лисичке в мире. Живёт фенек в жаркой пустыне Сахара. Условия тут вовсе не сахарные: воды почти нет. Удивительно, но  зверёк к этому приспособился и, кажется, вполне доволен. Он может подолгу обходиться без воды, ему достаточно влаги, которая содержится в пище. В пустыне еды немного, потому лисичка не привередничает и ест всё, что найдёт: насекомых, яйца птиц, корешки и побеги растений. Может даже ядовитого скорпиона съесть! Фенек – умелый землекоп. За ночь может ловко вырыть нору с кучей тайных ходов в несколько метров длиной. Там, сидя под землей, фенек отдыхает и пережидает дневную жару. Обычно лисы любят одиночество. А вот фенек любит компанию! Маленькие лисички селятся небольшими группами и роют свои норы недалеко друг от друга. Фенек – не просто самая маленькая лисица, он самый маленький	й представитель всего семейства псовых. Длина тела 30-40 сантиметров, а вес всего полтора килограмма. Как и у любой другой лисы, у фенека есть пушистый хвост, только он в длину не больше школьной линейки. Есть у зверька ещё одно полезное приспособление для жизни в пустыне: подушечки его лап покрыты густой шерстью, которая защищает лапки от раскалённого песка. Габеева Н. Животные-малютки. Кто на свете меньше всех?. – Москва: Издательство «Настя и Никита», 2017.",2,1
29,"МЫШИНЫЙ ОЛЕНЬ. Олени – животные крупные и сильные, но про мышиного оленя так не скажешь. Ведь этот малыш даже не олень, а оленёк. Так называют семейство маленьких животных с копытцами. Живёт мышиный олень в тропических лесах Индонезии. Местные жители называют его канчúль. Днём скрытный зверёк прячется в густых зарослях, а вечером, когда стемнеет, выходит кормиться. Он осторожно переступает своими крошечными копытцами по опавшим листьям и ищет, чем поживиться. Ест всё, что найдёт на земле: семена, грибы, упавшие с дерева плоды. С рассветом мышиный олень снова прячется. В этом деле он куда более ловкий, чем его большие собратья. Например, может вскарабкаться на небольшую высоту и спрятаться в дупле дерева. Индонезийцы считают оленька хитрецом и издавна сочиняют про него поговорки и смешные сказки. В них он то медведя обхитрит, то тигра. Как-то даже обвёл вокруг пальца сто пятьдесят голодных крокодилов! Хитрит он также ловко, как лисица в русских народных сказках. Интересно, вот если бы мышиный олень и лиса встретились, кто бы кого перехитрил? У этого лесного жителя нет рогов, как у крупных оленей, но зато есть клыки! Они нужны, чтобы разрывать плотную кожуру плодов или, если требуется, укусить соперника. Олень-малютка ростом с домашнюю кошку! Ножки у оленька тоненькие, совсем как карандаши, а длина тела не больше 50 сантиметров. Весит зверёк около 2 килограммов. Нет, кошки всё-таки тяжелее! Мышиный олень – самое маленькое парнокопытное животное на Земле. Габеева Н. Животные-малютки. Кто на свете меньше всех?. – Москва: Издательство «Настя и Никита», 2017.",2,1
30,"Слово о книгах. Не надо думать, что книги всегда были такими, какими ты видишь их теперь перед собой. В старину книги писались от руки. Работа продвигалась медленно. На изготовление одной книги уходило иногда пять-семь лет. Писец должен был обладать чётким и красивым почерком. Каждая буква часто даже не писалась, а рисовалась. Подбирались чернила, писали даже растворённым золотом или серебром. Начальную строку новой главы выделяли красными чернилами, отсюда пошло выражение — писать с красной строки. Для зачинки перьев — гусиных, лебяжьих, павлиньих — применяли ножички. Сделает писец ошибку, заметит и подчистит ножичком, покроет подчищенное место белилами и напишет вновь. Переписанные листы украшали рисунками, одевали в переплеты из деревянных досок, обтянутых кожей. На обложках помещали драгоценные камни, золотые или серебряные застёжки. (Е. Осетров) (114 слов)",3,1
31,"Суворов с детства мечтал стать военным. Однако он был слабым и болезненным мальчиком. «Ну где же тебе быть военным! – смеялся над ним отец. – Ты и ружья не поднимешь!». Слова отца огорчили Суворова. Он решил закаляться. Наступят, бывало, зимние холода, все оденутся в тёплые шубы или вовсе не выходят из дому, а маленький Саша накинет лёгкую куртку и целый день проводит на улице. Наступит весна. Только вскроются реки, ещё никто и не думает купаться, а Суворов – бух в студёную воду. Его не страшили теперь ни жара, ни холод. Мальчик много ходил, хорошо научился ездить верхом. Суворов окреп. В шестнадцать лет он поступил на военную службу. Семьдесят лет прожил Суворов. Пятьдесят четыре из них он провёл в армии. Начал службу простым солдатом. Кончил её фельд-мар-ша-лом и ге-не-ра-лис-си-му-сом. Тридцать пять больших боёв и сражений провёл Суворов. Во всех он был победителем.  Сергей Алексеев (138 слов) ",3,1
32,"КАК ПОСВЯЩАЛИ В РЫЦАРИ  ( 3 класс). ...Ночь юноша-оруженосец провел в храме. Здесь, под темными сводами, в полной тишине, он стоял на коленях у одного из алтарей, где мерцали свечи перед изображением Георгия Победоносца, покровителя рыцарства. Огоньки тускло поблескивали на металле тяжелых доспехов, лежащих тут же перед алтарем. Но вот сквозь разноцветные стекла витражных витрин в храм проникли первые солнечные лучи. Юноша терпеливо ждал. Наконец загремели тяжелые засовы железных дверей. Теперь оруженосцу предстояло омовение в приготовленной ванне — в знак начала новой жизни. Потом он снова вернулся в храм. Храм уже был заполнен разряженной веселой толпой родственников и гостей, съехавшихся из всех окрестных замков. Епископ начал молитву. Оруженосец смиренно исповедался, причастился и опустился перед епископом на колени. Тот благословил его меч и вручил оружие будущему рыцарю. И тогда наступил самый волнующий, самый торжественный момент. Рыцари, молодые дамы и девушки облачили юношу в доспехи. Он преклонил колени перед своим сеньором, и тот трижды прикоснулся к его плечу мечом со словами: «Во имя Божие, во имя Святого Михаила и Святого Георгия я делаю тебя рыцарем, будь храбр и честен». Впереди торжественный пир в честь нового рыцаря, но прежде ему надо показать всем гостям свое воинское искусство. У выхода из храма ждал боевой конь; не касаясь стремян, юноша вскочил в седло и промчался во весь опор перед зрителями с копьем наперевес. Меткий удар, и чучело, облаченное в рыцарские доспехи, отлетело шагов на двадцать в сторону. Гости разразились криками восторга... Тысячи, десятки тысяч раз повторялись в средневековой Европе такие сцены. Вчерашний оруженосец после обряда посвящения становился полноправным членом особой касты — рыцарского сословия. Рыцарство - порождение Средневековья. Рыцари были высшим классом среди воинов. Ночное бдение при оружии Дословно на всех европейских языках слово рыцарь означает «всадник», и не случайно — рыцари всегда сражались верхом. И появилось рыцарское сословие в системе феодальных отношений потому, что не могло не появиться. Рыцари стали единственной реальной силой, которая нужна была всем. Королям, чтобы использовать ее против соседей-королей, против непокорных вассалов, крестьян и церкви. Феодалам помельче — графам и герцогам — против короля, соседей и крестьян. Крестьянам — против рыцарей, дававших  вассальную клятву соседним владыкам. Такое разобщение — все против всех — и стало причиной возникновения рыцарства в IX-X веках. («Я познаю мир», Рыцари.2007 - стр. 7-10)",3,0
33,"Что такое папирус?. Первым и главным открытием египтян было открытие письменности. Уже в IV тыс. до н. э. было открыто так много полезных знаний, что их нельзя уже было удержать в памяти. Появилась необходимость в их сохранении и передаче последующим поколениям. Это привело к созданию одной из самых древних систем письма в мире. Сначала египтяне больше рисовали, чем писали. Когда нужно было обозначить нужное слово, делали маленький рисунок. Всем были понятны эти рисунки в виде фигурок льва, орла, плуга. С помощью простых фигурок египтяне обозначали и более сложные понятия. Так, человеческий глаз со слезами означал «плакать», а человек со связанными руками — «пленный». Отдельные знаки — рисунки называются иероглифами. На письме употреблялось около 750 иероглифов. Египтяне открыли удобнейший материал для письма, похожий на нашу бумагу. Назывался он папирус. Папирус — самое любимое и самое жизненно необходимое растение древних египтян. Большие заросли этих высоких тонких растений, похожих на гигантских размеров камыш высотой в 5—6 м, тянулись вдоль берегов Нила. Папирус^ играл важную роль в жизни древних египтян. Долгие годы он заменял местным жителям пищу, дрова, служил для многих бытовых нужд. Его корневище, очень сочное и мягкое, было излюбленным лакомством детей. Вареная или жареная часть стебля была даже деликатесом. Из папируса изготовляли обувь, одежду, веревки, циновки и прочее. Папирус оказался редким строительным материалом. Он служил в качестве корабельного леса. Это неопровержимо доказал выдающийся норвежский учёный и путешественник Тур Хейердал, который построил из папируса лодки «Ра-1» и «Ра-2» и отправился на них в длительные путешествия. Однако мировую известность папирусу принесло его применение в изготовлении писчего материала. Интересно, что само слово «бумага» (по-английски «paper») на языках многих народов сходно по звучанию со словом «папирус». В этом качестве папирус пользовался исключительным спросом во всех странах Средиземноморья. В обмен на папирус египтяне получали  любые товары. Для изготовления писчего материала была пригодна лишь нижняя, наиболее толстая часть папирусного стебля, находящаяся в воде. С неё снимали верхний зелёный слой, обнажая белую волокнистую сердцевину. Её разрезали на узкие тонкие полоски, укладывали параллельно друг другу и подклеивали одну к другой. Клейстер делали из пшеничной муки высшего качества, заваренной кипятком. Затем на уложенные полоски наваливали груду камней, которые выполняли роль пресса. Хорошо отпрессованные и высушенные листы папируса подклеивали один к другому. В результате получалась длинная лента, её скатывали в трубки и перевязывали шнурком. Длина некоторых известных учеными, папирусов колеблется от 10 до 45 м. Писали на папирусе при помощи кисточки из стебля того же растения. Вместо чернил употребляли тушь из сажи, замешанной на клеевой воде. Для особых надобностей писец мог пользоваться красной краской. (История и религия.,1995 – стр.16-18)",3,0
34,"ПАВЛИН. Павлины относятся к декоративным птицам. Цвета яркие — синие, зелёные, оранжевые. Они очень хорошо бегают. Длина перьев — 1,3 метра. Хвост павлина распускается красивым веером. Питаются растительностью, мелкими животными. Людей привлекают своей красотой, длинными, красивыми перьями и мясом — вкусное мясо. Живут в странах Азии, на островах Цейлона и Индонезии. В городе Серпухове Московской области павлин изображён на гербе города. Беневоленская, Валентина.  Птицы. – М., 2014. – 47 с.: ил.",1,2
35,"Динозавры. Как о них узнали? Если динозавры вымерли миллионы лет назад, когда еще не было людей, то, как же люди о них узнали? Сначала даже и не догадывались. А когда находили в земле огромные, чудовищные кости, думали, что это останки каких-то древних великанов, живших до всемирного потопа. Гигантские кости даже показывали в церквях. И сочиняли сказки. Правда, не только о великанах: ""Дракон-молния, раненный в битве, упал на землю и умер. Кости его глубоко вошли в землю и стали каменными..."" Это монгольская сказка. В великой пустыне Гоби, где кочевали монголы, находились целые кладбища динозавров. И некоторые скелеты так хорошо сохранились, что, глядя на них, можно было представить чудовищный-драконий-облик. Огромное скопление костей динозавров, полузанесенное песками, есть и в другой великой пустыне - Сахаре. Да и вообще по всему миру они встречаются - в Западной Европе и Северной Америке, в Австралии и под вечными льдами Антарктиды. Ведь когда-то динозавров были многие миллионы, и они бродили по всей Земле, плавали и летали - никто им тогда не мешал. Как их окрестили? Кости динозавров находили с самой глубокой древности. А догадались, что это останки вымерших животных, только в начале 19 века. Доказал это ученый Ж.Кювье; он стал отцом науки о древних обитателях Земли - палеонтологии. А другой ученый, Ричард Оуэн, предложил назвать вымерших чудовищ ДИНОЗАВРАМИ, что в переводе с греческого означает ""сильные, страшные, тяжеловесные ящеры"". Но название оказалось ошибочным. Далеко не все динозавры были такими уж огромными. Кроме великанов, были и помельче: с быка, с кошку величиной, даже с суслика. Это узнали, изучая и динозавровые кости, и оставшиеся в закаменевшей глине древние следы, и даже сохранившиеся динозавровые яйца. И узнали о динозаврах уже очень много. Какие они были? Очень разные, но выводились все из яиц. Гнезда не строили, откладывали яйца прямо на землю. Это ученые узнали по тому, что многие окаменевшие яйца - цветные: зеленоватые, коричневые и крапчатые, чтобы хищникам трудно было находить их в траве или в скалах. И не круглые или овальные, как у курицы, а вытянутые, в бугорках, бороздках - может, чтобы не скатывались с камней? Самое большое яйцо - 80 см длиной. Восемьдесят! Это какой же младенчик из него вылупился? Со здоровенную собаку величиной! Может, именно этому выросшему младенчику принадлежит самый большой из найденных след динозавра - 2 метра длиной! Сивка-Бурка. Иллюстрированные рассказы о животных.- http://www.comics.ru/zoo/index.htm",3,1
36,"Ганс Христиан Андерсен. Часто в своём творчестве писатели стремятся подарить окружающим то, чего им не хватало самим. Например, как датчанин Ганс Христиан Андерсен. Он вырос в нищете, и ему всегда хотелось, чтобы в жизни произошло чудо. Эту мечту помогли осуществить волшебные сказки. Ганс появился на свет в семье башмачника и прачки. Родители еле сводили концы с концами. После смерти отца Андерсену пришлось устроиться на работу, чтобы хоть как-то прокормиться. Со сверстниками Ганс не общался, и единственным развлечением будущего писателя была игра в кукольный театр. Он часто устраивал свои собственные домашние спектакли для семьи и соседей. Ганс и театральные подмостки В 14 лет Андерсен решил уехать в Копенгаген в поисках счастья — он хотел устроиться на работу в театр. Долговязого, непривлекательного, но с приятным голосом юношу всё же пустили на сцену играть второстепенные роли. Но вскоре у него началась ломка голоса, и Ганса уволили. Добрые люди сочувствовали Андерсену и помогли получить у короля Дании разрешение на бесплатное обучение в школе. Учёба стала для Ганса настоящим испытанием: Андерсен был на шесть лет старше своих одноклассников, но критиковали его так, будто он самый несмышлёный и глупый. После окончания учёбы Андерсен начал писать стихи, пьесы, рассказы, романы. В 1835 году одновременно вышли из печати роман «Импровизатор» и первый сборник «Сказки». Роман хвалили критики, а вот сказки даже сам Андерсен воспринимал довольно прохладно. Ганс Христиан всё больше и больше начал писать для взрослых — ему хотелось закрепиться в звании «серьёзного» писателя. Андерсен выпустил ещё несколько сборников сказок, которым снова отвёл второстепенное место в своём творчестве. А между тем именно в книгах 1840-х годов были опубликованы «Стойкий оловянный солдатик», «Гадкий утёнок», «Оле-Лукойе», «Снежная королева», «Девочка со спичками». Эти произведения вписали имя Андерсена в историю мировой литературы. Не все сказки писателя заканчиваются счастливой развязкой — так Ганс стремился к реализму в своих произведениях и заставлял читателя думать. Андерсен ужасно боялся пожаров и поэтому всегда носил с собой верёвку, чтобы в экстренном случае выбраться с её помощью через окно. Богуменская А.С. Писатели.- М., 2016",3,0
37,"Мир рыцарей. Как воспитывался рыцарь? Воспитание рыцарей начиналось рано. Уже в семи летнем возрасте ребенок становился пажом, это значило, что мальчик из-под попечения женщин переходил в мужскую школу. В образовании пажей обращение с рыцарским оружием играло второстепенную роль, потому что сначала мальчик должен был изучить рыцарскую азбуку: ездить верхом, плавать, стрелять из лука, вести кулачный бой и устанавливать ловушки для птиц. В этом ему помогали отец, братья или воспитатель. Потом, в возрасте 14 лет, паж должен был покинуть родительский дом, чтобы уже в качестве оруженосца продолжить свое образование у другого рыцаря. Наиболее предпочитаемым местом для этого были княжеские дворы, так как именно там полного надежд молодого человека могли быстрее заметить и помочь ему быстрее сделать карьеру. Целью образования оруженосца было полностью подготовить рыцаря. Прежде всего тренировали точность попадания при беге с копьем, а также про водили учебные бои с мечом, булавой и боевым топором. При этом следили, чтобы оруженосец обращался с оружием одинаково хорошо обеими руками. От юношей также требовались хорошие манеры. Воспитанный оруженосец должен «уметь танцевать и добиваться расположения, он должен также знать настольные игры и все другое, что может его украсить». Особенно трудным для некоторых, очевидно, было правильное поведение за столом. Популярная в те времена книга по воспитанию настойчиво призывает будущих рыцарей есть своей ложкой, не отрыгивать, не сморкаться в скатерть и не класть обратно в блюдо откусанный хлеб и обглоданные кости. Наставления заканчиваются многозначительным указанием: «У кого еда во рту, не должен пить, как скотина». Если для мальчиков образование начиналось в семь лет, то и девочек уже с детства готовили к взрослой жизни. С раннего возраста их посвящали в обязанности домохозяйки и матери. Повзрослевшие дочери должны были соответственно сословию выйти замуж и быть способными вести хозяйство своего супруга, а в его отсутствие брать на себя управление замком. Девочек обучали ткачеству, прядению или вязанию. Многие также учились читать и играть на музыкальных инструментах. Тарновский В. Рыцари.- М.,2010",3,0
38,"КТО МОЖЕТ УДЕРЖАТЬ БАЛКОН?. Чтобы удержать балкон, карниз или даже крышу здания, нужны огромные силы, которых у человека быть не может. Это могут сделать только супергерои или какие-то мифические существа. В архитектуре даже есть два типа фигур таких существ: АТЛАНТЫ и КАРИАТИДЫ. Начнём с АТЛАНТОВ. Судя по древнегреческим мифам, АТЛАНТ был титаном, это почти как бог, только помладше. Он обладал такой невероятной силой, что мог удержать небо руками. Однако титаны почти десять лет воевали с олимпийскими богами и потерпели поражение, а сам АТЛАНТ был превращён в камень, в скалу. С тех самых древнегреческих времён АТЛАНТОВ в виде очень мускулистых парней с грустными или напряжёнными лицами используют вместо колонн. Например, их можно увидеть у входа в Новый Эрмитаж в Санкт-Петербурге или на доме короля российского фарфора Кузнецова в Москве. КАРИАТИДЫ муки и грусть от непосильного груза совсем не испытывают. КАРИАТИДЫ – это фигуры одетых женщин, которые так же, как и атланты, поддерживают балконы, карнизы и крыши различных строений, но делают это без помощи рук. Видимо, у этих женщин очень сильная шея. В архитектуре принято взваливать балконы и карнизы прямо на голову КАРИАТИДАМ, при этом на их лицах можно увидеть полное равнодушие или даже лёгкую улыбку. Среди них есть и специальное подразделение супертяжеловесов. Их называют КАНЕФОРАМИ, а распознать представительниц этого элитарного подразделения можно по корзине с цветами и фруктами на голове. В Москве есть знаменитый «Дом с кариатидами» в Печатниковом переулке, а в Санкт-Петербурге кариатиды есть, к примеру, на фасаде дворца графа Строганова на Невском проспекте. Жданов О. Архитектурные хитрости или Как удивить бабушку. – Санкт-Петербург: Издательство «Антология», 2017. – 40 с. [С.13-14]",3,0
39,"РУССКОЕ УЗОРОЧЬЕ. В России леса всегда было много, а камня довольно мало. Поэтому много сотен лет в нашей стране строили преимущественно деревянные дома, дворцы, крепости. Строили так хорошо, что сельский деревянный дом мог простоять без крупного ремонта 100-150 лет. Сейчас жилые дома такой надёжности строить не умеют. Из традиций деревянного зодчества – строительства хором, палат и теремов – родилась русская архитектурная традиция уже в камне. Если ХОРОМЫ – это большой деревянный дом, то его каменную версию уже называли ПАЛАТАМИ, в которых роль фасада с балконом над входом играл ВЫСОКИЙ ТЕРЕМ. Также ТЕРЕМОМ называли роскошный по тем временам особняк или усадьбу. Наш собственный стиль развивался много веков и своего пика достиг в первой половине XVII века при царе Алексее Михайловиче, это отец Петра Первого. Узнать этот стиль очень просто: дома и храмы в стиле РУССКОГО УЗОРОЧЬЯ похожи на пряники. Пузатые колонны, двойные арки дверей и окон, фасады украшены кокошниками, богатая роспись внутри и изразцы снаружи, высокие крыши, похожие на шатры. Внешне всегда кажется, что они очень лёгкие и воздушные, как безе. В Москве в таком стиле построено много церквей, например, Рождества Богородицы в Путинках или Григория Неокесарийского на Большой Полянке. А вот в Санкт-Петербурге, к сожалению, зданий в этом стиле нет. Это потому, что город основали и начали строить во времена, когда в моду вошёл уже другой стиль, и назывался он БАРОККО. Жданов О. Архитектурные хитрости или Как удивить бабушку. – Санкт-Петербург: Издательство «Антология», 2017. – 40 с. [С. 19-20]",3,0
40,"Как спастись от жажды в лесу. Представьте, что вы отправились в поход  на два или три дня? Где взять воду, чтобы утолить жажду? Если на вашем пути будут деревни с колодцами, тогда всё вроде бы ясно. А если ваш маршрут проходит по лесным местам, где жилья нет? Даже в незнакомом лесу вы всегда встретите 	ручьи, родники, озёра или болотистые водоёмы, вода в которых  не слишком хороша на вкус, но при соответствующей обработке годна для питья. Как же найти такую воду? Заметный уклон местности, появление папоротников и болотных растений, тропы, сбегающие в одно место, указывают путь к воде. Даже колонна муравьёв, движущихся в жаркую погоду в определённом направлении, выведет к воде. Пусть это будет не ручей, а всего лишь яма или дупло, заполненное дождевой водой, но это – вода! Если вы видите, что собирается дождь, расстелите на полянке полиэтиленовую плёнку, и через 30–40 минут на ней соберётся достаточное количество небесной влаги. Ранним утром  можно набрать воды, смачивая носовой платок в холодной росе и отжимая его в кружку. Много не наберёте, но попить хватит. Но как  эту воду сделать пригодной для питья? Ведь способы очистки, которыми пользуются специалисты, вам недоступны. Во-первых, воду из незнакомого источника можно прокипятить. А ещё её можно обеззаразить, используя йод или марганцовку из походной аптечки. Йода нужно 2 чайные ложки на ведро воды (1–2 капли на стакан), а кристалликов марганцовки – ровно столько, сколько потребуется для того, чтобы вода стала светло-розовой. Во-вторых, воду можно обеззаразить и с помощью настоящего фильтра. Если в вашем распоряжении есть пустая консервная банка, то, пробив в ней множество мелких отверстий, заполните её на одну треть древесным углём, положите 2–3 слоя марли (в походной аптечке всегда есть бинт) – и фильтр готов! Уголь, взятый прямо из потухшего костра, мало подходит для устройства фильтра. Лучше всего приготовить его специально. Для этого кусочки дерева лиственных пород сжигают в закрытой посуде на сильном огне.(301 слов) ( По материалам сайта АиФ «АиФ Детская Энциклопедия». 2006, N 10  Сабельникова С.И. Сборник текстов для проверки навыков чтения: 4 класс. – М.: ВАКО, 2011.",4,0
41,"Почему снег белый?. 	В городе снега почти не видно. Не успеет он покрыть тротуары и мостовую, как тут же появляются дворники со скребками и метлами, снегоуборочные машины со своими металлическими лапами. Машины ловко собирают снег, отправляют его на грузовик, глядишь – а снега уже нет, он вывезен куда-то, подальше от больших людных улиц. Если и залежится где-нибудь снежок, то очень скоро он потеряет свою безупречную белизну, почернеет от копоти и дыма.  	То ли дело за городом, в лесу! Особенно после обильного снегопада. Да еще в ясный морозный денёк!.. Идешь по тропинке, а еще лучше – на лыжах среди деревьев. В лесу тихо. Только слышно, как скрипит снег под ногами – это ломаются хрупкие кристаллики-снежинки, да черный дятел в красной шапочке долбит ствол своим крепким клювом, добывает себе еду на обед. А вокруг лежит чистый снег, и ослепительная белизна его даже глаза режет.  	Помню, как-то мне привелось ехать на санках по зимней дороге. Вокруг расстилались белые поля, вдоль дороги стояли запорошенные снегом кустарники и деревья. Белым-бело… Казалось, на свете нет другого цвета, кроме белого. И эту белизну я особенно почувствовала, когда вдруг впереди, справа от дороги, мелькнуло нечто ярко-красное. Словно на снег бросили громадный драгоценный камень – рубин; мне даже казалось, что это красное пятно сверкает! А была то просто нарядная птица наших зимних лесов – снегирь. Он прыгал, скакал, перепархивал с ветки на ветку; с веток, сверкая на солнце, осыпалась снежная пыль, и снегирь со своей красной грудкой тоже блестел, а снег вокруг был белый-белый, чистый, пушистый.  	В чём же секрет белизны снега? 	Пожалуй, «виноват» тот же разноцветный солнечный луч.  	Какого цвета лёд? Никакого. Он бесцветный.  	Почему? 	Потому что он пропускает через себя весь солнечный луч, целиком, и остаётся бесцветным. Таков закон природы. Если бы лёд не пропускал, а поглощал луч солнца целиком, все его цвета, мы бы видели его чёрным. Но лёд не задерживает, не поглощает и лишь частично отражает солнечные лучи. Поэтому он бесцветный и блестящий.  	Каждая снежинка, каждая красивая звёздочка в отдельности свободно пропускала бы через себя весь солнечный луч, как лёд, и тоже была бы бесцветна. Но снежинки в беспорядке падают друг на друга, лежат рыхлой массой; все вместе они становятся непрозрачными и потому не могут пропустить через себя весь луч солнца. Они его целиком отражают нам в глаза. А ведь луч солнца, солнечный зайчик, - белый! И снег потому мы видим белым.  	Но утром, в часы восхода, лучи кажутся нам золотисто-розовыми, и освещенный ими снег тоже становится золотисто-розовым. Он может быть еще и зелёным, и красным, если его освещают праздничные новогодние огоньки на ёлках, устроенных под открытым небом, в парке. Любой цвет, падающий на снег, целиком отражается беспорядочно лежащими снежинками.  	Но на снег обычно падает солнечный свет. И снег потому ослепительно белый, что он отражает солнце, чистейший свет белого солнечного луча.               Гумилевская М. В. «Почему так бывает?» - М.: Издательство ОНИКС-ЛИТ, 2013. – 192 с.: ил.",4,0
42,"Трудно жить в холоде. Но многие звери, птицы и насекомые водятся в суровых зимних краях. Некоторые живут в холоде круглый год. У пингвинов плотное оперение — 12 перьев на квадратный сантиметр. Пух в основании перьев греет их, как нижнее бельё у человека, удерживая тёплый воздух. У пингвинов пёрышки плотные, словно шуба. Ветер в Антарктиде сильный, но ни одно перо не шелохнётся. Ещё защищает пингвина жир под кожей. Яйцо, где растёт пингвинёнок, папа-пингвин держит на лапах целых два месяца. Нельзя уронить яйцо в снег — малыш сразу замёрзнет! Так и стоит пингвин на ветру и морозе, не шевелится. Зверей от холода тоже спасают тёплые мохнатые шубы. Овцебыку, белому медведю, песцу в другом климате будет жарко в такой «одежде». Мех и жир песца так хорошо удерживают тепло, что он не замёрзнет и при 40 градусах мороза. Большинство животных, приспособленных к холодной среде, имеют округлую форму, которая сохраняет тепло лучше, чем узкая и продолговатая. Если шубейка не очень тёплая и еду под снегом искать трудно, звери могут впасть в спячку. Забираются в норку и дремлют до тех пор, пока не станет хоть немного теплее. Так поступают многие лесные животные. Большому бурому медведю не найти зимой еды, вот и укладывается он спать в берлогу. Бурые медведи обычно устраивают берлоги в сухих местах, в углублениях под буреломом или в расщелинах скал. Зимой у медведицы рождаются два-три крошечных медвежонка, которых она кормит молоком и согревает своим дыханием. С наступлением весны медвежата покидают берлогу вместе с медведицей, но она продолжает о них заботиться ещё несколько лет. Маленькому суслику тоже нечего зимой в поле делать. Когда животное засыпает, сердце у него бьётся медленнее. И все остальные органы тоже работают медленнее, поэтому ему не нужно столько еды, как при бодрствовании. Летучие мыши, обитающие в средней полосе, зимой прячутся в укромных местах и впадают в спячку. Температура тела у них понижается, и они сильно худеют. Но только пригреет солнце, они опять оживают, как ни в чём не бывало. Человек так не умеет. Поэтому он придумывает другие способы защиты от холода. Нужна тёплая одежда. Её шьют из оленьих шкур. Домашний северный олень произошёл от дикого северного оленя, который и сейчас живёт на Крайнем Севере. Люди приручили этих сильных красивых животных две-три тысячи лет назад. Олений мех не намокает и хорошо сохраняет тепло. Круглый год олени пасутся под открытым небом, не требуя от человека ни пищи, ни крова. Разводят их для получения мяса, шкур и кожи. Из оленьих шкур шьют не только одежду, но и спальные мешки, сапоги-пимы и делают обшивку для лыж. Кроме того, олени используются как транспортное средство.  Люди в Арктике строят себе тёплые дома. Например... из снега. Такой дом называется «иглу». Он словно огромная чайная чашка, перевёрнутая вверх донышком. Если в снежном доме развести огонь, то будет так же тепло, как в обычной городской квартире. Иглу придумали эскимосы. Эскимосы — жители Северной Америки — строили куполообразные жилища из снежных глыб, где даже двери, окна и нары для спанья были ледяными. Стены иглу обвешивали шкурами. Отапливались и освещались они каменными лампами с фитилями из мха. В домах было так тепло, что их обитатели могли снять верхнюю одежду. Жители Арктики, конечно, привыкли к морозу. Но всё равно с нетерпением ждут, когда закончится долгая зима. Хотя и летом в тундре не очень жарко. Но зато светло! Это зимой солнце почти совсем не показывается из-за горизонта, и приходится несколько месяцев сидеть в темноте! Зато летом возле полюсов солнце светит и днём, и ночью. Колпакова,  Ольга.  Занимательное природоведение для малышей. – М.: Белый город, 2013. - 143 с.: ил. – (Моя первая книга).",4,1
